surah id,name_en,name_bn,name_ar,start,end
,,,,,
1,Surah Al Fatiha,সূরা ফাতিহা,ٱلۡفَاتِحَةِ,3,3
2,Surah Al Baqara,সূূরা বাক্বারা,سورة البقرة,6,51
